17-11-2015	1079,8
18-11-2015	98600
18-11-2015	1067
19-11-2015	1320
19-11-2015	98330
19-11-2015	1071
20-11-2015	1310
20-11-2015	98560
20-11-2015	1083,2
23-11-2015	1299
23-11-2015	98050
23-11-2015	1068,4
23-11-2015	14
24-11-2015	99300
24-11-2015	1081
25-11-2015	99850
25-11-2015	1070,9
26-11-2015	1338
26-11-2015	14
26-11-2015	100300
26-11-2015	1071
27-11-2015	14,2
27-11-2015	100270
27-11-2015	1056
30-11-2015	1336
30-11-2015	14,1
30-11-2015	99050
30-11-2015	1058
01-12-2015	14,27
01-12-2015	99600
01-12-2015	1070
02-12-2015	14,15
02-12-2015	99030
02-12-2015	1062,9
03-12-2015	1306
03-12-2015	97900
03-12-2015	1051,2
04-12-2015	12,95
04-12-2015	1315
04-12-2015	14,1
04-12-2015	974
04-12-2015	99250
04-12-2015	1062,5
07-12-2015	1367
07-12-2015	100750
07-12-2015	1082,45
08-12-2015	100570
08-12-2015	1069
09-12-2015	1350
09-12-2015	14,2
09-12-2015	101000
09-12-2015	1082,5
10-12-2015	1342
10-12-2015	14
10-12-2015	100365
10-12-2015	1074
11-12-2015	14,05
11-12-2015	101300
11-12-2015	1068
14-12-2015	1326
14-12-2015	13,86
14-12-2015	102700
14-12-2015	1072
15-12-2015	101650
15-12-2015	1063,1
16-12-2015	1320
16-12-2015	13,94
16-12-2015	101600
16-12-2015	1064
17-12-2015	1346
17-12-2015	100080
17-12-2015	1060
18-12-2015	13,85
18-12-2015	99300
18-12-2015	1059,65
21-12-2015	1343
21-12-2015	14,25
21-12-2015	100100
21-12-2015	1074,5
22-12-2015	14
22-12-2015	102200
22-12-2015	1075
22-12-2015	555
23-12-2015	1350
23-12-2015	14,25
23-12-2015	100800
23-12-2015	1073
24-12-2015	1360
24-12-2015	14,3
24-12-2015	100700
24-12-2015	1072
25-12-2015	14
25-12-2015	100800
25-12-2015	1077
28-12-2015	1333
28-12-2015	1072
29-12-2015	1315
29-12-2015	14
29-12-2015	100260
29-12-2015	1073,05
30-12-2015	13,99
30-12-2015	99850
30-12-2015	1065
31-12-2015	1305
31-12-2015	13,85
31-12-2015	100000
31-12-2015	1063
04-01-2016	1332
04-01-2016	14,09
04-01-2016	101650
04-01-2016	1072
05-01-2016	103100
05-01-2016	1080
06-01-2016	14,13
06-01-2016	104920
06-01-2016	1086,5
07-01-2016	1360
07-01-2016	106900
07-01-2016	1101,5
08-01-2016	14,05
08-01-2016	105820
08-01-2016	1097
11-01-2016	1366
11-01-2016	14,05
11-01-2016	106950
11-01-2016	1103
12-01-2016	1355
12-01-2016	13,85
12-01-2016	106650
12-01-2016	1085
13-01-2016	13,89
13-01-2016	104900
13-01-2016	1082,2
14-01-2016	1393
14-01-2016	106500
14-01-2016	1084,3
15-01-2016	13,83
15-01-2016	106180
15-01-2016	1087
18-01-2016	12,75
18-01-2016	1368
18-01-2016	13,9
18-01-2016	1000
18-01-2016	106270
18-01-2016	1090,8
19-01-2016	14,15
19-01-2016	105650
19-01-2016	1084
20-01-2016	1390
20-01-2016	108060
20-01-2016	1100,2
21-01-2016	1395
21-01-2016	14,14
21-01-2016	107200
21-01-2016	1097
22-01-2016	14
22-01-2016	106350
22-01-2016	1097
25-01-2016	1377
25-01-2016	14,15
25-01-2016	107400
25-01-2016	1103,8
26-01-2016	1400
26-01-2016	14,37
26-01-2016	107650
26-01-2016	1111
27-01-2016	14
27-01-2016	107600
27-01-2016	1119,7
28-01-2016	1395
28-01-2016	107330
28-01-2016	1121,7
29-01-2016	1350
29-01-2016	14,2
29-01-2016	105750
29-01-2016	1115,7
01-02-2016	1360
01-02-2016	107100
01-02-2016	1122,7
02-02-2016	14,25
02-02-2016	106770
02-02-2016	1126,8
03-02-2016	14,4
03-02-2016	106470
03-02-2016	1126
04-02-2016	1394
04-02-2016	14,5
04-02-2016	107500
04-02-2016	1153,5
05-02-2016	14,9
05-02-2016	107850
