2016-01-04,"2.9181","3.1838"
2016-01-05,"2.9422","3.2116"
2016-01-06,"2.975","3.2061"
2016-01-07,"3.004","3.2255"
2016-01-08,"3.0167","3.2688"
2016-01-11,"2.9876","3.2486"
2016-01-12,"3.0188","3.2893"
2016-01-13,"3.0322","3.2938"
2016-01-14,"3.0138","3.2604"
2016-01-15,"3.0273","3.3009"
2016-01-18,"3.0362","3.3098"
2016-01-19,"3.0367","3.3079"
2016-01-20,"3.0243","3.2879"
2016-01-21,"3.0496","3.3329"
2016-01-22,"3.0387","3.3119"
2016-01-25,"3.0107","3.2617"
2016-01-26,"3.0097","3.2558"
2016-01-27,"3.0208","3.2738"
2016-01-28,"2.9978","3.26"
2016-01-29,"2.9788","3.2479"
2016-02-01,"2.9609","3.2292"
2016-02-02,"2.9671","3.2224"
2016-02-03,"2.9524","3.2222"
2016-02-04,"2.9478","3.2189"
2016-02-05,"2.9044","3.2406"
2016-02-08,"2.9051","3.2525"
2016-02-09,"2.9295","3.2655"
2016-02-10,"2.9471","3.3007"
2016-02-11,"2.9239","3.2939"
2016-02-12,"2.9287","3.3154"
2016-02-15,"2.9228","3.2981"
2016-02-16,"2.9441","3.2962"
2016-02-17,"2.9517","3.296"
2016-02-18,"2.9639","3.3039"
2016-02-19,"2.9606","3.2918"
2016-02-22,"2.9658","3.293"
2016-02-23,"2.9449","3.2581"
2016-02-24,"2.9358","3.2337"
2016-02-25,"2.9386","3.2276"
2016-02-26,"2.9295","3.2295"
2016-02-29,"2.9293","3.2296"
2016-03-01,"2.9612","3.2305"
2016-03-02,"2.9451","3.2022"
2016-03-03,"2.9372","3.1898"
2016-03-04,"2.9215","3.1783"
2016-03-07,"2.9147","3.1961"
2016-03-08,"2.9201","3.1988"
2016-03-09,"2.9201","3.2183"
2016-03-10,"2.9081","3.1909"
2016-03-11,"2.8875","3.1613"
2016-03-14,"2.8734","3.1926"
2016-03-15,"2.8796","3.2021"
2016-03-16,"2.8852","3.2025"
2016-03-17,"2.9084","3.2253"
2016-03-18,"2.8558","3.2274"
2016-03-21,"2.8554","3.2195"
2016-03-22,"2.8695","3.2319"
2016-03-23,"2.8723","3.2222"
2016-03-24,"2.8693","3.2096"
2016-03-25,"2.8789","3.2141"
2016-03-28,"2.8705","3.2049"
2016-03-29,"2.8733","3.2082"
2016-03-30,"2.8695","3.2114"
2016-03-31,"2.8334","3.2081"
2016-04-01,"2.8249","3.209"
2016-04-04,"2.8197","3.2146"
2016-04-05,"2.8189","3.2052"
2016-04-06,"2.8277","3.2134"
2016-04-07,"2.8412","3.2252"
2016-04-08,"2.8428","3.2393"
2016-04-11,"2.8569","3.2487"
2016-04-12,"2.8338","3.2278"
2016-04-13,"2.827","3.2291"
2016-04-14,"2.8482","3.226"
2016-04-15,"2.8591","3.2193"
2016-04-18,"2.8545","3.2161"
2016-04-19,"2.8519","3.2234"
2016-04-20,"2.8329","3.2102"
2016-04-21,"2.8276","3.2144"
2016-04-22,"2.821","3.1888"
2016-04-25,"2.8287","3.189"
2016-04-26,"2.8457","3.2019"
2016-04-27,"2.8345","3.1975"
2016-04-28,"2.8175","3.1882"
2016-04-29,"2.815","3.1944"
2016-05-02,"2.8014","3.1908"
2016-05-03,"2.7928","3.2045"
2016-05-04,"2.8065","3.2501"
2016-05-05,"2.859","3.2855"
2016-05-06,"2.9201","3.3423"
2016-05-09,"2.9197","3.3348"
2016-05-10,"2.9229","3.3307"
2016-05-11,"2.938","3.3436"
2016-05-12,"2.9623","3.375"
2016-05-13,"2.9489","3.3622"
2016-05-16,"2.9587","3.3569"
2016-05-17,"2.9711","3.3627"
2016-05-18,"2.9645","3.3579"
2016-05-20,"2.9777","3.356"
2016-05-23,"2.9768","3.3397"
2016-05-24,"2.9826","3.3453"
2016-05-25,"2.9821","3.3349"
2016-05-26,"2.9426","3.2802"
2016-05-27,"2.9349","3.2799"
2016-05-30,"2.9399","3.2858"
2016-05-31,"2.956","3.2906"
2016-06-01,"2.9515","3.2881"
2016-06-02,"2.9489","3.2894"
2016-06-03,"2.9393","3.2924"
2016-06-06,"2.9462","3.2841"
2016-06-07,"2.908","3.2992"
2016-06-08,"2.8978","3.2919"
2016-06-09,"2.8894","3.286"
2016-06-10,"2.8941","3.2893"
2016-06-13,"2.91","3.2883"
2016-06-14,"2.9219","3.2923"
2016-06-15,"2.9304","3.2923"
2016-06-16,"2.9269","3.2852"
2016-06-17,"2.9296","3.2932"
2016-06-20,"2.93","3.2966"
2016-06-21,"2.8984","3.2858"
2016-06-22,"2.8962","3.2823"
2016-06-23,"2.9055","3.2776"
2016-06-24,"2.8799","3.2728"
2016-06-27,"2.9266","3.2444"
2016-06-28,"2.9365","3.2402"
2016-06-29,"2.913","3.2262"
2016-06-30,"2.8936","3.2044"
2016-07-01,"2.8848","3.2078"
2016-07-04,"2.8846","3.2044"
2016-07-08,"2.8846","3.2044"
2016-07-11,"2.9214","3.2342"
2016-07-12,"2.8981","3.1984"
2016-07-13,"2.8885","3.2065"
2016-07-14,"2.8947","3.2035"
2016-07-15,"2.8913","3.2132"
2016-07-18,"2.8834","3.2102"
2016-07-19,"2.9485","3.2591"
2016-07-20,"2.9766","3.291"
2016-07-21,"3.0281","3.3318"
2016-07-22,"3.0727","3.3867"
2016-07-25,"3.0573","3.3704"
2016-07-26,"3.0317","3.3288"
2016-07-27,"3.0353","3.3405"
2016-07-28,"3.0377","3.3398"
2016-07-29,"3.0167","3.3467"
2016-08-01,"3.0125","3.3446"
2016-08-02,"2.9797","3.3266"
2016-08-03,"2.9926","3.3501"
2016-08-04,"3.0075","3.3686"
2016-08-05,"3.0213","3.3626"
2016-08-08,"2.9996","3.3432"
2016-08-09,"2.9846","3.3087"
2016-08-10,"2.9781","3.3006"
2016-08-11,"2.9553","3.298"
2016-08-12,"2.9621","3.3027"
2016-08-15,"2.9558","3.2954"
2016-08-16,"2.951","3.2967"
2016-08-17,"2.9297","3.3014"
2016-08-18,"2.9339","3.3054"
2016-08-19,"2.923","3.3086"
2016-08-22,"2.9355","3.3242"
2016-08-23,"2.9444","3.3252"
2016-08-24,"2.9359","3.3282"
2016-08-25,"2.9533","3.3331"
2016-08-26,"2.939","3.3161"
2016-08-29,"2.9337","3.3124"
2016-08-31,"2.9545","3.304"
2016-09-01,"2.9544","3.291"
2016-09-02,"2.9558","3.2945"
2016-09-05,"2.9586","3.3096"
2016-09-06,"2.9441","3.2882"
2016-09-07,"2.9389","3.2803"
2016-09-08,"2.9286","3.2924"
2016-09-09,"2.9344","3.3091"
2016-09-16,"2.9552","3.33"
2016-09-19,"2.9678","3.3327"
2016-09-20,"2.974","3.3199"
2016-09-21,"2.9741","3.3282"
2016-09-22,"2.9739","3.3152"
2016-09-23,"2.9468","3.31"
2016-09-26,"2.9474","3.3044"
2016-09-27,"2.9846","3.3546"
2016-09-28,"2.9709","3.3401"
2016-09-29,"2.9764","3.3362"
2016-09-30,"2.9959","3.3608"
2016-10-03,"3.0004","3.3548"
2016-10-04,"3.0036","3.3743"
2016-10-05,"3.0293","3.3834"
2016-10-06,"3.0537","3.4264"
2016-10-07,"3.0506","3.4134"
2016-10-10,"3.0505","3.3944"
2016-10-11,"3.0585","3.4173"
2016-10-12,"3.0808","3.42"
2016-10-13,"3.0805","3.3983"
2016-10-14,"3.0967","3.4121"
2016-10-17,"3.0866","3.3999"
